disaster_id,disaster_type,severity,affected_population,area_affected,duration,resource_needs,population_density,income_level,urban_rural,response_time
2,Earthquake,Moderate,44785,629,27,21559,3708,17596,Urban,65
2,Earthquake,Mild,19340,766,12,5137,9333,16591,Rural,54
2,Earthquake,Mild,1515,246,23,9085,3444,39132,Rural,5
2,Earthquake,Moderate,40517,736,18,20357,7928,27538,Urban,38
2,Earthquake,Moderate,13571,124,29,11043,6855,17502,Urban,36
2,Earthquake,Mild,72991,389,26,8603,5730,11823,Urban,21
2,Earthquake,Mild,89785,899,3,4741,9866,42823,Rural,21
2,Earthquake,Severe,68864,831,27,48696,8739,3924,Urban,71
2,Earthquake,Severe,43379,932,6,48143,7472,41791,Urban,35
2,Earthquake,Severe,12688,355,6,45558,2360,36414,Rural,11
2,Earthquake,Severe,5019,450,3,34510,8897,3845,Rural,16
2,Earthquake,Severe,70973,843,26,48890,1722,10642,Rural,34
2,Earthquake,Moderate,97704,135,23,12744,4944,26718,Rural,4
2,Earthquake,Severe,99866,652,5,44640,3146,48554,Urban,34
2,Earthquake,Mild,6257,183,29,2612,8512,9680,Rural,30
2,Earthquake,Severe,38413,201,19,44952,3078,32888,Urban,64
2,Earthquake,Mild,44137,560,2,4270,1716,22289,Urban,39
2,Earthquake,Severe,46513,113,10,43783,7720,15082,Rural,36
2,Earthquake,Mild,7629,594,26,5307,6653,23014,Rural,68
2,Earthquake,Mild,40831,742,5,6121,2753,43585,Rural,61
2,Earthquake,Moderate,58797,462,18,25966,5387,29280,Urban,57
2,Earthquake,Mild,16486,955,10,2924,9453,48438,Urban,40
2,Earthquake,Moderate,24875,227,8,11246,4611,16805,Rural,26
2,Earthquake,Moderate,7606,24,7,26468,6511,8532,Rural,16
2,Earthquake,Moderate,73233,842,23,22539,6504,35749,Urban,69
2,Earthquake,Mild,20280,70,3,2357,8166,29717,Urban,47
2,Earthquake,Moderate,18432,564,28,12906,3609,18442,Rural,3
2,Earthquake,Mild,70978,79,1,6585,1189,22852,Rural,56
2,Earthquake,Severe,96592,262,20,32767,6471,7029,Rural,4
2,Earthquake,Severe,98190,167,14,36680,215,32606,Rural,36
2,Earthquake,Severe,20026,11,20,33988,4514,11087,Rural,44
2,Earthquake,Severe,63207,144,15,46220,9947,24789,Urban,61
2,Earthquake,Severe,86876,252,12,32955,1428,10978,Urban,53
2,Earthquake,Severe,15659,211,28,42362,2118,7185,Rural,22
2,Earthquake,Severe,44642,48,21,48034,2652,23618,Urban,28
2,Earthquake,Severe,35186,637,26,37277,249,28448,Rural,64
2,Earthquake,Severe,56879,971,5,37451,6894,25121,Urban,2
2,Earthquake,Severe,68135,258,13,41109,2916,17471,Rural,56
2,Earthquake,Severe,43712,486,10,35962,3478,16902,Urban,57
2,Earthquake,Severe,32659,958,4,46725,9520,35955,Urban,62
2,Earthquake,Moderate,30878,630,15,27740,7994,35368,Rural,15
2,Earthquake,Mild,72473,154,15,1116,8019,26535,Rural,6
2,Earthquake,Moderate,95851,612,4,16817,7621,3344,Rural,63
2,Earthquake,Mild,14826,100,19,8579,5799,43184,Rural,41
2,Earthquake,Moderate,87205,674,15,18891,1249,32684,Urban,9
2,Earthquake,Severe,4555,883,25,48433,3815,11225,Urban,26
2,Earthquake,Severe,89038,258,18,34091,9647,4537,Rural,15
2,Earthquake,Moderate,31644,537,25,28878,2620,30012,Urban,42
2,Earthquake,Severe,86741,824,12,32535,9600,4911,Rural,14
2,Earthquake,Mild,83840,112,17,3703,515,2779,Rural,3
2,Earthquake,Mild,9747,209,13,4740,7909,39166,Urban,28
2,Earthquake,Moderate,7105,65,22,11772,7588,5497,Urban,21
2,Earthquake,Moderate,78862,559,9,16494,8620,27060,Urban,52
2,Earthquake,Mild,55866,970,16,8940,7799,8206,Rural,44
2,Earthquake,Moderate,10770,32,17,15391,9395,8568,Urban,9
2,Earthquake,Mild,74968,717,19,2616,608,11238,Rural,64
2,Earthquake,Moderate,33311,110,13,21682,1138,20031,Rural,56
2,Earthquake,Severe,88557,11,16,39303,8389,35105,Rural,44
2,Earthquake,Mild,37619,574,7,7845,3249,7916,Rural,13
2,Earthquake,Moderate,68670,167,1,24587,3057,17508,Urban,58
2,Earthquake,Severe,85451,727,29,39116,2937,6069,Rural,4
2,Earthquake,Moderate,75192,189,21,28343,738,48622,Rural,70
2,Earthquake,Moderate,7381,580,27,26178,6033,21359,Urban,68
2,Earthquake,Moderate,96371,877,8,29225,7949,16723,Urban,52
2,Earthquake,Severe,45098,587,3,37565,1390,9641,Urban,25
2,Earthquake,Mild,21190,146,17,3485,3227,8741,Rural,36
2,Earthquake,Moderate,90222,954,6,12366,6800,12237,Rural,60
2,Earthquake,Severe,24398,343,22,30499,9646,46908,Urban,19
2,Earthquake,Mild,94393,913,3,5580,2352,28809,Rural,27
2,Earthquake,Moderate,86024,290,17,13922,8944,43305,Urban,27
2,Earthquake,Moderate,67674,925,19,24910,4011,41037,Rural,60
2,Earthquake,Mild,20546,417,4,6039,545,5070,Urban,49
2,Earthquake,Mild,41231,723,5,4039,2911,10904,Rural,37
2,Earthquake,Severe,9856,824,27,33218,7259,28490,Urban,22
2,Earthquake,Mild,99439,469,22,8703,7241,45149,Rural,56
2,Earthquake,Severe,34027,838,3,49046,2947,37877,Urban,47
2,Earthquake,Mild,10757,497,22,6487,1215,48749,Rural,53
2,Earthquake,Moderate,39247,537,5,27044,6687,8256,Urban,24
2,Earthquake,Moderate,26603,892,28,20867,4893,11631,Rural,48
2,Earthquake,Mild,68399,79,20,3076,9177,24408,Rural,42
2,Earthquake,Moderate,54822,839,7,10137,3546,26465,Rural,7
2,Earthquake,Moderate,67156,225,18,27426,9310,10561,Urban,25
2,Earthquake,Moderate,43711,746,15,15446,304,25730,Rural,48
2,Earthquake,Mild,94799,377,25,2108,5467,14656,Urban,59
2,Earthquake,Mild,2046,998,4,9618,8421,3239,Rural,63
2,Earthquake,Moderate,96908,787,13,22352,7181,22248,Urban,17
2,Earthquake,Mild,2690,770,19,2297,5858,15642,Urban,40
2,Earthquake,Severe,15568,770,18,32873,5778,39876,Rural,21
2,Earthquake,Severe,10770,893,25,30956,8071,20777,Rural,31
2,Earthquake,Moderate,80651,865,13,16089,1123,29739,Urban,70
2,Earthquake,Mild,58727,290,24,5274,748,41071,Urban,4
2,Earthquake,Moderate,84612,637,25,16400,2737,42941,Urban,23
2,Earthquake,Moderate,62779,738,29,14222,7593,21000,Urban,40
2,Earthquake,Severe,84106,145,5,37639,6184,10292,Urban,40
2,Earthquake,Moderate,27393,470,18,10867,1850,16925,Urban,7
2,Earthquake,Mild,65458,597,2,6902,4648,17600,Rural,27
2,Earthquake,Mild,64511,525,17,3276,9833,7577,Urban,25
2,Earthquake,Mild,90580,930,13,6099,1909,32533,Rural,60
2,Earthquake,Mild,66914,667,26,5523,4182,41863,Rural,66
2,Earthquake,Severe,31655,452,20,30476,6200,40173,Urban,34
2,Earthquake,Severe,79245,479,5,32343,2583,16741,Rural,49
2,Earthquake,Moderate,69745,272,16,14755,4846,26503,Urban,10
2,Earthquake,Mild,59432,914,4,2077,3786,10473,Urban,33
2,Earthquake,Moderate,5957,237,4,26833,1384,15248,Urban,44
2,Earthquake,Mild,89145,645,2,2903,480,37310,Rural,22
2,Earthquake,Moderate,33322,717,19,22221,1809,37617,Rural,1
2,Earthquake,Mild,42789,720,20,7891,9334,35582,Urban,15
2,Earthquake,Severe,75261,514,17,48328,8733,42918,Rural,8
2,Earthquake,Mild,13713,925,18,8992,4960,18604,Rural,71
2,Earthquake,Severe,30961,129,22,46303,5675,10885,Rural,10
2,Earthquake,Mild,89036,379,1,9843,2095,13690,Urban,33
2,Earthquake,Mild,90875,965,22,2750,4383,28364,Urban,2
2,Earthquake,Moderate,46308,669,16,11334,6454,35686,Rural,29
2,Earthquake,Mild,65213,981,22,6787,5032,23349,Urban,2
2,Earthquake,Moderate,60012,848,25,26800,866,14923,Rural,4
2,Earthquake,Moderate,17149,587,16,27763,4546,42806,Rural,61
2,Earthquake,Mild,99210,166,27,4927,6001,18338,Urban,29
2,Earthquake,Severe,33433,205,27,31995,5616,48887,Urban,60
2,Earthquake,Severe,73193,110,3,33084,625,17313,Urban,54
2,Earthquake,Mild,2125,562,12,2641,6468,1431,Urban,47
2,Earthquake,Severe,28276,723,4,49249,5976,2811,Urban,63
2,Earthquake,Severe,64547,653,18,33251,946,31254,Rural,61
2,Earthquake,Moderate,22390,709,1,25041,8345,20323,Rural,38
2,Earthquake,Mild,57467,540,10,8475,9886,47687,Urban,48
2,Earthquake,Moderate,9701,631,27,11102,1329,10174,Urban,55
2,Earthquake,Severe,64238,64,14,36859,4339,27559,Rural,8
2,Earthquake,Severe,26919,618,12,46239,2499,21324,Urban,24
2,Earthquake,Moderate,31534,212,14,14972,221,38808,Urban,52
2,Earthquake,Mild,44199,11,18,2195,2495,40718,Rural,47
2,Earthquake,Severe,12997,116,7,40374,3349,38827,Urban,32
2,Earthquake,Mild,85750,231,14,1276,7664,48792,Urban,14
2,Earthquake,Moderate,98251,650,7,22802,1197,23437,Urban,34
2,Earthquake,Mild,12837,552,4,1878,5871,1648,Rural,59
2,Earthquake,Mild,52532,987,18,5715,8528,22362,Urban,13
2,Earthquake,Mild,2283,660,17,4078,5529,32769,Rural,61
2,Earthquake,Mild,4352,212,23,1883,9966,14550,Urban,36
2,Earthquake,Severe,74885,315,27,34260,9524,46394,Rural,5
2,Earthquake,Mild,1842,332,18,1664,3236,40783,Urban,7
2,Earthquake,Moderate,75532,706,19,13966,9445,14898,Urban,50
2,Earthquake,Severe,43896,36,14,30501,8169,40841,Rural,52
2,Earthquake,Moderate,52063,1,22,16885,6203,26120,Rural,38
2,Earthquake,Severe,55163,135,13,39196,3944,19351,Rural,22
2,Earthquake,Severe,21767,183,15,48089,4786,36020,Urban,46
2,Earthquake,Mild,40143,846,5,1154,1525,23255,Urban,42
2,Earthquake,Mild,53259,977,12,6820,7470,45884,Urban,11
2,Earthquake,Moderate,17710,408,1,28595,3170,43478,Urban,66
2,Earthquake,Severe,42732,559,16,37686,4719,23848,Urban,7
2,Earthquake,Severe,2303,555,21,40181,7331,29614,Urban,7
2,Earthquake,Moderate,90459,786,17,20459,4102,45416,Rural,49
2,Earthquake,Moderate,94276,435,14,22290,7443,44909,Urban,53
2,Earthquake,Severe,87459,84,26,48030,7408,24286,Urban,49
2,Earthquake,Moderate,84653,694,27,18802,5069,9789,Rural,22
2,Earthquake,Severe,16497,662,21,39847,1405,12273,Urban,39
2,Earthquake,Mild,53260,340,10,2877,6510,9820,Rural,50
2,Earthquake,Mild,26322,811,14,9383,7239,37024,Rural,46
2,Earthquake,Severe,57750,102,12,39942,1550,25993,Rural,43
2,Earthquake,Severe,67634,136,7,44918,4080,39886,Urban,34
2,Earthquake,Mild,2764,13,17,8394,5862,45060,Urban,47
2,Earthquake,Severe,73010,763,17,30546,5539,14448,Urban,30
2,Earthquake,Moderate,4828,661,20,29205,2475,26439,Urban,53
2,Earthquake,Moderate,49747,921,22,12959,8357,30596,Rural,61
2,Earthquake,Severe,76396,634,6,35289,4203,27586,Rural,38
2,Earthquake,Mild,45232,138,1,3987,1926,46366,Urban,59
2,Earthquake,Moderate,79472,214,28,29022,5560,24230,Urban,29
2,Earthquake,Mild,41887,10,7,2005,8266,2435,Rural,50
2,Earthquake,Moderate,24658,218,12,10577,4748,12268,Rural,53
2,Earthquake,Mild,18433,894,8,6273,4954,6526,Urban,67
2,Earthquake,Severe,82398,405,24,36343,4370,32439,Urban,8
2,Earthquake,Moderate,7187,813,14,15396,152,11442,Rural,59
2,Earthquake,Moderate,19783,553,28,18022,8151,47099,Urban,26
2,Earthquake,Severe,48395,901,9,39055,647,41590,Rural,58
2,Earthquake,Severe,26111,537,24,32534,7122,30880,Urban,18
2,Earthquake,Mild,45666,572,29,9516,8419,38931,Rural,16
2,Earthquake,Moderate,91676,174,4,13303,6237,45101,Urban,63
2,Earthquake,Severe,42665,903,7,47618,9621,15406,Urban,39
2,Earthquake,Severe,29685,247,21,48124,7786,16072,Rural,49
2,Earthquake,Severe,66186,275,18,47319,7794,45859,Rural,51
2,Earthquake,Severe,83295,205,22,37238,7298,32699,Urban,30
2,Earthquake,Moderate,49234,551,28,20891,2641,15853,Urban,68
2,Earthquake,Severe,32406,827,4,31948,2462,45788,Rural,38
2,Earthquake,Severe,32071,174,18,46373,271,21216,Urban,18
2,Earthquake,Severe,14210,907,4,39543,398,35698,Rural,16
2,Earthquake,Severe,67376,141,12,33368,7952,8674,Urban,29
2,Earthquake,Mild,91019,153,7,9112,1864,10472,Rural,59
2,Earthquake,Mild,23774,238,5,7322,7458,30412,Urban,3
2,Earthquake,Moderate,69910,196,2,13241,2125,24915,Urban,56
2,Earthquake,Mild,91210,540,25,5041,4869,36602,Rural,70
2,Earthquake,Severe,84427,419,22,48389,6980,19687,Urban,24
2,Earthquake,Moderate,65728,324,17,15294,9517,49382,Rural,49
2,Earthquake,Mild,24923,982,12,5254,7659,20703,Rural,18
2,Earthquake,Moderate,40828,698,25,12157,1189,42907,Urban,11
2,Earthquake,Moderate,75025,307,9,18957,4646,10309,Rural,42
2,Earthquake,Mild,53970,273,19,2384,4368,12923,Urban,36
2,Earthquake,Severe,99456,668,2,32336,6597,8594,Urban,28
2,Earthquake,Mild,64673,778,6,9009,1432,10581,Rural,31
2,Earthquake,Severe,98740,960,3,44106,1923,46331,Urban,32
2,Earthquake,Severe,77985,24,13,33364,5046,34447,Urban,8
2,Earthquake,Severe,32467,81,27,47384,628,15851,Urban,29
2,Earthquake,Severe,78963,65,26,41998,6601,29432,Urban,31
2,Earthquake,Severe,98272,42,8,35426,9307,26316,Rural,67
2,Earthquake,Moderate,28817,624,14,29416,5057,20659,Rural,23
2,Earthquake,Mild,56249,311,4,1694,8166,41019,Rural,51
2,Earthquake,Mild,59189,789,16,3466,5788,48139,Urban,63
2,Earthquake,Severe,82432,687,29,43650,6090,33326,Rural,24
2,Earthquake,Moderate,16298,971,17,18534,3204,11165,Urban,34
2,Earthquake,Mild,79427,570,10,2284,5469,20021,Rural,46
2,Earthquake,Severe,67790,948,7,44641,7005,30531,Rural,25
2,Earthquake,Mild,62916,759,8,2300,6591,19106,Rural,38
2,Earthquake,Mild,85213,290,4,3146,3646,12787,Rural,5
2,Earthquake,Mild,90578,35,9,7671,8869,8305,Urban,12
2,Earthquake,Moderate,66708,742,9,18754,377,4878,Rural,10
2,Earthquake,Moderate,17193,590,20,15760,6238,42154,Urban,58
2,Earthquake,Moderate,78726,124,10,22399,8636,21383,Rural,15
2,Earthquake,Severe,57131,183,16,48347,7840,40710,Rural,52
2,Earthquake,Moderate,30173,908,24,23163,967,19570,Urban,37
2,Earthquake,Moderate,19730,515,10,13707,1964,14811,Urban,26
2,Earthquake,Moderate,62217,58,2,21585,9242,17873,Urban,63
2,Earthquake,Severe,21410,575,11,34267,1041,24384,Rural,29
2,Earthquake,Moderate,41770,45,25,11946,8192,6524,Rural,64
2,Earthquake,Mild,21649,940,26,8614,8437,20869,Urban,69
2,Earthquake,Severe,41776,605,24,35143,4731,49363,Rural,36
2,Earthquake,Moderate,78982,602,11,18601,1576,43201,Urban,59
2,Earthquake,Moderate,8431,584,23,26942,7452,36270,Rural,37
2,Earthquake,Moderate,25575,680,13,23511,9098,49454,Urban,50
2,Earthquake,Mild,45334,952,27,6628,816,1432,Urban,2
2,Earthquake,Moderate,89501,879,13,23257,7765,20232,Urban,63
2,Earthquake,Mild,34711,422,7,5148,4945,45060,Rural,48
2,Earthquake,Moderate,48138,646,14,25972,8677,41414,Rural,22
2,Earthquake,Severe,26842,33,8,30096,3313,8336,Rural,43
2,Earthquake,Moderate,46353,241,4,12273,2564,42850,Rural,40
2,Earthquake,Mild,90987,826,22,7786,524,24131,Urban,52
2,Earthquake,Severe,7525,852,20,34277,9946,45229,Rural,66
2,Earthquake,Mild,17812,602,7,1848,4409,41755,Urban,47
2,Earthquake,Moderate,77297,539,6,10053,9412,40392,Urban,50
2,Earthquake,Moderate,13367,920,7,10020,705,38203,Urban,27
2,Earthquake,Moderate,10507,511,22,26200,1013,49649,Urban,45
2,Earthquake,Moderate,71913,766,20,24998,5293,5611,Rural,41
2,Earthquake,Mild,27488,430,28,6286,3676,10759,Rural,35
2,Earthquake,Moderate,14300,791,6,26534,1095,42211,Urban,37
2,Earthquake,Moderate,41435,483,14,27216,7122,25194,Urban,18
2,Earthquake,Moderate,91650,406,2,10080,5059,44143,Rural,65
2,Earthquake,Moderate,99568,366,10,26670,5184,42828,Urban,3
2,Earthquake,Moderate,85594,823,13,18071,3182,18086,Urban,38
2,Earthquake,Mild,21834,680,13,6609,9286,26286,Rural,27
2,Earthquake,Severe,89131,455,22,40104,6847,23641,Rural,26
2,Earthquake,Severe,65912,678,27,33375,5448,27760,Rural,22
2,Earthquake,Moderate,10928,799,17,22026,1869,45231,Rural,25
2,Earthquake,Severe,29515,259,6,44178,7964,10571,Rural,56
2,Earthquake,Severe,1162,440,3,36915,4556,41242,Urban,40
2,Earthquake,Moderate,57744,76,12,28945,7225,10016,Urban,34
2,Earthquake,Severe,56042,603,29,43086,5905,37086,Urban,10
2,Earthquake,Moderate,11397,293,12,12886,7053,46272,Urban,71
2,Earthquake,Mild,41684,279,15,7954,4576,1744,Urban,69
2,Earthquake,Severe,11037,909,26,31336,8679,32351,Urban,18
2,Earthquake,Mild,26361,595,18,4497,7264,13322,Urban,59
2,Earthquake,Moderate,51076,655,18,25927,7833,40399,Urban,12
2,Earthquake,Mild,94250,85,29,1587,5880,30288,Urban,16
2,Earthquake,Moderate,52805,735,21,22382,3293,2268,Rural,60
2,Earthquake,Mild,78483,572,27,5371,3093,45785,Rural,69
2,Earthquake,Moderate,81369,563,5,25901,7462,17949,Urban,57
2,Earthquake,Moderate,62339,395,4,10212,5540,10528,Rural,60
2,Earthquake,Severe,77598,74,8,47135,3567,11230,Rural,64
2,Earthquake,Moderate,81050,547,24,18519,9495,16254,Rural,1
2,Earthquake,Mild,16183,601,26,7149,3002,33174,Urban,51
2,Earthquake,Moderate,79370,426,16,28381,8695,15941,Rural,18
2,Earthquake,Moderate,62991,118,20,16391,6953,28079,Urban,20
2,Earthquake,Severe,76695,928,6,34227,8343,3144,Urban,46
2,Earthquake,Moderate,47516,857,19,25121,9962,40087,Rural,14
2,Earthquake,Moderate,38630,478,6,18819,616,33952,Rural,35
2,Earthquake,Severe,14240,186,26,32071,3978,36687,Urban,63
2,Earthquake,Moderate,97939,83,18,20876,7059,45037,Rural,24
2,Earthquake,Severe,14031,462,5,33971,5971,42702,Urban,52
2,Earthquake,Moderate,88986,223,5,15010,4260,6117,Urban,59
2,Earthquake,Moderate,88294,34,27,13106,6423,33940,Urban,36
2,Earthquake,Mild,23715,619,20,4592,6126,48636,Urban,67
2,Earthquake,Severe,24466,436,29,35360,6886,22494,Rural,10
2,Earthquake,Severe,19187,878,14,31652,5447,28774,Urban,27
2,Earthquake,Moderate,62752,520,25,25977,2244,16115,Urban,42
2,Earthquake,Mild,15203,984,21,8659,1566,32406,Rural,28
2,Earthquake,Severe,66484,365,22,32206,2118,27777,Rural,11
2,Earthquake,Mild,30662,636,10,7380,5886,7444,Rural,12
2,Earthquake,Severe,24511,335,26,35447,9974,9212,Rural,25
2,Earthquake,Severe,33269,295,11,30074,680,32563,Rural,24
2,Earthquake,Severe,40318,296,22,36965,8968,13822,Rural,53
2,Earthquake,Severe,1690,810,17,33574,6563,17495,Urban,43
2,Earthquake,Moderate,98749,747,13,29600,3418,6765,Rural,63
2,Earthquake,Severe,52977,952,3,41383,4006,39225,Urban,13
2,Earthquake,Severe,39389,291,28,33163,7312,20301,Urban,57
2,Earthquake,Moderate,70601,700,19,13009,1588,20395,Urban,12
2,Earthquake,Mild,88014,573,29,9370,2792,49956,Rural,33
2,Earthquake,Moderate,11335,621,18,19430,5698,24121,Urban,42
2,Earthquake,Moderate,52514,20,1,22644,8538,40767,Urban,48
2,Earthquake,Mild,48668,975,14,9519,3682,13061,Rural,44
2,Earthquake,Moderate,60138,617,29,16388,7728,42569,Urban,30
2,Earthquake,Severe,44969,191,17,39899,390,37220,Urban,4
2,Earthquake,Severe,30735,168,15,41279,5772,47879,Rural,24
2,Earthquake,Moderate,60285,755,25,12538,8116,20622,Rural,4
2,Earthquake,Moderate,92026,62,14,18124,6278,37559,Rural,35
2,Earthquake,Moderate,2606,228,26,25564,2241,2343,Rural,46
2,Earthquake,Moderate,24583,814,26,11747,1762,26713,Urban,23
2,Earthquake,Severe,98072,592,13,31209,2746,41936,Rural,33
2,Earthquake,Mild,7291,409,16,4688,1858,31611,Urban,54
2,Earthquake,Mild,21871,74,12,2121,2325,27839,Urban,21
2,Earthquake,Moderate,95249,755,29,24599,2623,26224,Urban,55
2,Earthquake,Mild,95829,638,22,8728,328,1663,Rural,46
2,Earthquake,Moderate,29836,639,8,25617,4218,31604,Rural,52
2,Earthquake,Severe,22472,131,22,47647,1093,24827,Rural,52
2,Earthquake,Severe,73935,33,23,45378,5070,42620,Urban,32
2,Earthquake,Severe,66582,238,19,36525,5169,20983,Rural,63
2,Earthquake,Mild,34276,721,9,8787,3106,13882,Urban,39
2,Earthquake,Moderate,35948,924,13,29715,7245,14253,Rural,17
2,Earthquake,Moderate,81462,564,23,13742,7104,25842,Urban,67
2,Earthquake,Moderate,22612,986,10,16190,8976,49323,Rural,1
2,Earthquake,Moderate,56010,34,5,20000,1074,35223,Urban,48
2,Earthquake,Severe,64164,470,24,47113,8442,35078,Urban,48
2,Earthquake,Mild,43454,286,27,7810,2948,16470,Urban,10
2,Earthquake,Moderate,14974,681,26,14898,184,44652,Rural,32
2,Earthquake,Moderate,65213,811,4,29835,5468,36146,Rural,42
2,Earthquake,Moderate,7556,136,23,15716,2301,3699,Urban,22
2,Earthquake,Severe,54573,811,15,37749,2190,19381,Rural,56
2,Earthquake,Severe,68253,222,5,45672,4504,41379,Rural,67
2,Earthquake,Mild,91933,100,3,2657,1487,43365,Urban,40
2,Earthquake,Moderate,20264,481,24,10547,6938,44589,Urban,54
2,Earthquake,Severe,3469,24,1,39871,844,11343,Urban,13
2,Earthquake,Mild,90688,259,24,3089,9466,48432,Rural,40
2,Earthquake,Mild,96766,298,3,4064,2059,24310,Urban,12
2,Earthquake,Mild,8505,290,20,5802,1952,23250,Rural,50
2,Earthquake,Severe,48892,848,16,31112,4534,35826,Urban,48
2,Earthquake,Severe,3853,738,29,32974,6332,44869,Rural,15
2,Earthquake,Severe,69096,562,25,32880,1287,42906,Urban,45
2,Earthquake,Mild,90526,554,21,2153,6482,24817,Rural,54
2,Earthquake,Severe,2034,94,23,33328,5280,38733,Urban,2
2,Earthquake,Mild,34128,629,19,7169,6647,31750,Rural,18
2,Earthquake,Moderate,62559,502,1,26748,2702,14207,Urban,53
2,Earthquake,Severe,9112,735,26,39358,5417,34510,Rural,25
2,Earthquake,Severe,17863,99,20,39847,3470,19289,Urban,62
2,Earthquake,Severe,76482,681,14,36365,5667,13055,Rural,60
2,Earthquake,Severe,52064,752,9,41356,1670,35546,Rural,71
2,Earthquake,Severe,2365,306,13,37215,2674,17516,Urban,41
2,Earthquake,Severe,11750,918,25,33832,1490,39976,Urban,53
2,Earthquake,Severe,1010,693,26,43474,9427,28475,Rural,42
2,Earthquake,Mild,44445,663,14,4425,7973,42226,Urban,21
2,Earthquake,Severe,54226,829,13,46631,8903,25034,Urban,23
2,Earthquake,Mild,27646,436,15,4140,6892,24014,Urban,69
2,Earthquake,Severe,67651,130,9,31168,8506,5122,Rural,17
2,Earthquake,Mild,13028,321,7,2007,7689,36082,Urban,31
2,Earthquake,Severe,21118,981,26,35930,5428,6355,Urban,36
2,Earthquake,Moderate,98783,6,27,27348,4977,5878,Rural,40
2,Earthquake,Mild,91183,715,18,4697,8563,38193,Rural,23
2,Earthquake,Mild,5111,888,11,2271,5855,23423,Urban,10
2,Earthquake,Severe,32237,816,29,33473,473,24468,Rural,41
2,Earthquake,Moderate,86307,572,19,29450,9413,26796,Rural,62
2,Earthquake,Mild,97080,121,22,8383,7515,21074,Rural,28
2,Earthquake,Severe,4216,16,1,48237,8696,4034,Rural,71
2,Earthquake,Severe,60379,491,19,47341,7390,12970,Urban,49
2,Earthquake,Severe,48256,290,13,47898,2711,36560,Rural,32
2,Earthquake,Moderate,83028,152,10,20619,6796,38868,Urban,41
2,Earthquake,Mild,45665,369,13,3310,5077,24286,Rural,41
2,Earthquake,Severe,59151,786,1,34596,7265,29078,Urban,25
2,Earthquake,Moderate,20960,646,2,16364,4583,27696,Rural,60
2,Earthquake,Moderate,46689,247,29,29512,2198,8977,Rural,33
2,Earthquake,Moderate,23806,55,8,17392,3568,15822,Rural,29
2,Earthquake,Moderate,9232,301,13,19623,8031,20042,Urban,14
2,Earthquake,Severe,72468,81,15,44409,232,15968,Urban,1
2,Earthquake,Severe,10572,930,10,43909,9434,21758,Urban,66
2,Earthquake,Severe,21210,880,21,36556,2755,21171,Urban,25
2,Earthquake,Severe,36064,799,4,43310,2042,19853,Rural,41
2,Earthquake,Mild,36288,127,1,4141,6516,31176,Urban,52
2,Earthquake,Severe,53425,914,14,49952,6600,7820,Rural,46
2,Earthquake,Moderate,62443,952,17,26355,2570,33843,Rural,68
2,Earthquake,Severe,10709,68,25,39869,9176,23510,Rural,19
2,Earthquake,Mild,92875,457,5,3069,9631,24939,Urban,39
2,Earthquake,Severe,34566,171,24,41312,6306,18803,Rural,31
2,Earthquake,Moderate,71601,577,16,27573,3743,2245,Rural,41
2,Earthquake,Severe,9498,399,12,40997,6015,30524,Urban,55
2,Earthquake,Severe,29093,269,7,49647,111,47735,Urban,11
2,Earthquake,Moderate,96716,324,10,17602,2467,48003,Rural,70
2,Earthquake,Mild,1209,827,23,3525,1260,8723,Rural,2
2,Earthquake,Severe,71571,198,28,31522,6344,11653,Urban,37
2,Earthquake,Moderate,90914,882,20,27127,506,37854,Urban,19
2,Earthquake,Moderate,48954,455,10,25295,6534,23941,Rural,29
2,Earthquake,Mild,16436,767,1,3774,2178,14820,Urban,4
2,Earthquake,Severe,70448,543,15,48287,1667,22089,Urban,21
2,Earthquake,Severe,42636,690,13,35350,5526,47658,Rural,5
2,Earthquake,Severe,43772,184,22,35974,2306,26135,Urban,16
2,Earthquake,Severe,20636,655,28,45134,7989,6136,Rural,3
2,Earthquake,Mild,94100,531,16,3839,1492,37078,Urban,33
2,Earthquake,Mild,94937,29,18,2227,1081,8774,Rural,35
2,Earthquake,Moderate,81493,613,11,28789,6120,20602,Rural,11
2,Earthquake,Severe,66586,777,26,40590,8857,44749,Rural,4
2,Earthquake,Moderate,96345,823,28,15441,2313,18390,Urban,9
2,Earthquake,Severe,28755,945,26,49621,4281,13335,Urban,57
2,Earthquake,Moderate,73389,857,11,13924,8705,6256,Urban,51
2,Earthquake,Moderate,34628,948,18,16378,3469,47279,Urban,35
2,Earthquake,Mild,80468,200,7,3002,5039,12707,Rural,26
2,Earthquake,Moderate,96570,965,5,19306,1122,15982,Rural,67
2,Earthquake,Moderate,62596,5,26,27123,7912,5119,Rural,14
2,Earthquake,Severe,79132,176,4,33406,9248,6313,Urban,47
2,Earthquake,Moderate,12365,984,2,12702,4749,1462,Rural,43
2,Earthquake,Mild,73369,113,7,3087,5469,24005,Urban,10
2,Earthquake,Moderate,87184,625,28,23528,1316,27293,Urban,69
2,Earthquake,Severe,47933,211,7,30744,5286,49170,Rural,41
2,Earthquake,Moderate,39231,739,26,25770,6874,38458,Urban,64
2,Earthquake,Severe,87903,440,29,40592,9952,24750,Rural,59
2,Earthquake,Moderate,67716,606,3,28718,9976,46700,Urban,31
2,Earthquake,Mild,21765,246,14,5231,8172,33826,Rural,49
